// CXL Trace automatically generated
// Format: <R/W> <Address(hex)> <Time(us)> <CompressionRatio(%)>
// Parameters: 500 pages, 0.03 us avg interval, 10000 requests

R 0xa595c8200 251.310 47.2
R 0xaf00e04c0 251.456 50.1
R 0xe9c13fd00 251.486 50.2
R 0x1836331080 251.536 46.6
R 0x23f7ee2a40 251.607 47.4
R 0xe7ecbe8c0 251.623 50.5
R 0x63ade2aa00 251.663 50.4
R 0x6651771b80 251.694 49.3
R 0x39ceabd340 251.695 53.8
R 0x3182e5f700 251.723 52.6
R 0x546d1049c0 251.736 54.3
R 0xca042c0c0 251.746 51.3
R 0x6bd4a1d740 251.784 47.9
R 0x66b3c3f840 251.850 45.8
R 0x5c00b52dc0 251.918 52.4
R 0x55f380bc0 251.927 51.5
R 0x103f6bc600 251.980 48.2
R 0x3a62db2180 251.982 54.1
R 0x2be60d02c0 252.009 54.6
R 0x4dfebd2980 252.065 54.0
R 0x3e39049c00 252.080 50.6
R 0x14953749c0 252.105 47.4
R 0x5378d859c0 252.139 47.5
R 0x291f0df200 252.182 52.0
R 0x3514634ac0 252.191 53.6
R 0x1cc6739f00 252.208 54.8
R 0x5ead39a200 252.217 51.3
R 0x7c1d5cca80 252.254 53.5
R 0x57ea1ae200 252.307 52.9
R 0x293b569a80 252.308 46.3
R 0xb07bb6b40 252.322 49.6
R 0x6d1c0fe340 252.324 51.2
R 0x57b3eb9040 252.339 52.3
R 0x6a050a3780 252.366 52.3
R 0x6258fd2600 252.397 49.4
R 0x4c17ec5940 252.420 52.3
R 0x5abf1009c0 252.512 51.2
R 0x2473143d80 252.554 52.0
R 0x581b093700 252.590 53.8
R 0x1141d80c40 252.649 50.9
R 0x4915089440 252.650 54.5
R 0x1141d80c00 252.651 54.4
R 0x49a3e15500 252.678 53.5
R 0x41c921b780 252.711 45.4
R 0x3685296380 252.793 47.5
R 0x8fcd3c680 252.866 50.8
R 0x6a1e7c79c0 252.900 49.4
R 0x96b60d500 252.910 47.2
R 0xd3085b9c0 252.940 53.7
R 0x3a62db2b00 252.940 52.2
R 0x5654eb4580 252.948 45.1
R 0x4ce0bba100 252.958 50.4
R 0xf794b3640 252.966 49.1
R 0x45768d3040 252.978 47.6
R 0x5c0dc12880 252.980 45.8
R 0x394ddd19c0 253.068 52.8
R 0x216cb89040 253.070 48.1
R 0x11c6030940 253.110 54.2
R 0x7440f82fc0 253.133 47.7
R 0x7519220480 253.142 46.1
R 0x7735c34d00 253.142 46.0
R 0x1141d80b40 253.159 45.4
R 0x77201f7fc0 253.185 47.8
R 0x216cb89640 253.254 53.4
R 0x759fe8dd80 253.272 49.1
R 0x5b89c5cc80 253.285 45.1
R 0x76f672cc00 253.377 51.4
R 0x6596437f40 253.398 47.4
R 0x1dafcc6c0 253.419 49.3
R 0x6a0817a380 253.478 49.6
R 0x5024860d40 253.486 46.3
R 0x653dfd0800 253.491 51.6
R 0x6c2e58d080 253.625 45.1
R 0x25df09f740 253.750 49.2
R 0x3d9bdab680 253.769 49.5
R 0x3f28b4e380 253.776 54.5
R 0x5b89c5cd00 253.786 52.8
R 0x3f38141f40 253.815 47.0
R 0x5f0bae9940 253.817 54.0
R 0x14cc2a6d00 253.884 47.7
R 0x4e54883540 253.885 53.2
R 0x3f38141700 253.903 45.8
R 0x3ab0845e00 253.931 49.4
R 0x3233d0d080 253.932 52.7
R 0x10b2190200 253.935 51.8
R 0x499ceccc00 254.115 54.3
R 0x465f27dd00 254.206 51.5
R 0x2ec8f4e080 254.239 50.6
R 0x1eebecf00 254.248 50.5
R 0x3a98ec0840 254.289 50.3
R 0x5cabc90200 254.336 50.9
R 0x4a3f70c6c0 254.360 51.7
R 0x1f108df480 254.399 46.1
R 0x1b53700380 254.447 50.9
R 0x485c0f1180 254.448 51.9
R 0x5edf121ec0 254.452 51.8
R 0x45768d3ec0 254.456 49.3
R 0x710e27c800 254.495 45.3
R 0x55a4f57f40 254.534 54.7
R 0x5f0bae9d40 254.537 46.7
R 0x73492a5440 254.547 54.4
R 0x5cabc90b40 254.662 54.6
R 0x17b4bcaa00 254.666 49.9
R 0x9ff8f1040 254.701 48.9
R 0x79b9a43bc0 254.747 51.1
R 0x42f7f61640 254.749 51.8
R 0x54375eab80 254.754 47.0
R 0x4f34429ec0 254.770 51.6
R 0x54375ea100 254.798 46.3
R 0x46ade4fc40 254.810 54.3
R 0x6230357d40 254.823 45.7
R 0x3233d0db00 254.888 50.4
R 0x4db5d16a80 254.906 45.3
R 0x28b0c065c0 254.915 45.9
R 0x7b0b630a40 254.929 50.9
R 0x10b2190b80 254.935 51.1
R 0x33eb82dd40 254.961 48.4
R 0x7c1d5cc1c0 255.022 46.3
R 0x1622aa6500 255.028 53.3
R 0x4ac024f340 255.052 51.7
R 0x96b60de00 255.060 49.8
R 0x65d2084000 255.064 49.7
R 0x2e132d6780 255.082 49.8
R 0x56139390c0 255.109 45.6
R 0x9ad0a8980 255.110 46.7
R 0x4c17ec5600 255.111 49.6
R 0xddbe89080 255.123 49.2
R 0xa3455a000 255.132 47.5
R 0x11f8fa5880 255.180 45.7
R 0x5203c28540 255.215 45.3
R 0x17055f6b40 255.220 52.2
R 0x58870bfb00 255.233 45.4
R 0x25e25412c0 255.236 48.9
R 0x4e8905c180 255.265 51.4
R 0x3c07015b00 255.286 54.6
R 0x291f0dfb80 255.290 54.9
R 0x38b17c7100 255.293 48.6
R 0x3101795fc0 255.293 46.0
R 0x79726ff100 255.308 52.7
R 0x4c03e79700 255.324 49.2
R 0x4dd7a9b1c0 255.340 46.8
R 0x89bece5c0 255.376 49.4
R 0x2eca03740 255.401 54.7
R 0x7be58f880 255.427 45.4
R 0x291f0df5c0 255.535 54.1
R 0x710e27c480 255.546 53.9
R 0x619b2ae1c0 255.558 50.2
R 0x19f3a4d600 255.572 50.7
R 0x2bb137bc00 255.588 47.8
R 0x28cbc7ff80 255.645 50.0
R 0x7adbd949c0 255.771 52.6
R 0x1bb4cae640 255.792 46.9
R 0x747dddf600 255.829 54.2
R 0x21ec5c08c0 255.851 47.0
R 0x7782271c40 255.940 45.8
R 0x484fbdab80 255.949 47.8
R 0x3f28b4ee00 256.011 53.6
R 0x55f380e00 256.014 47.7
R 0x2af0bd3940 256.033 47.9
R 0x57ae0fffc0 256.040 47.2
R 0x28b0c06e40 256.144 54.4
R 0x136445e880 256.147 49.7
R 0x14155e04c0 256.151 50.8
R 0x65d2084840 256.166 45.5
R 0x1c981132c0 256.172 49.2
R 0x4e5db9c2c0 256.172 54.2
R 0x21d1ac9640 256.221 51.7
R 0x7782271280 256.230 47.6
R 0x293b5699c0 256.278 54.4
R 0x57a33c5440 256.280 47.5
R 0x653dfd0a80 256.290 45.2
R 0x7df8597540 256.291 45.1
R 0x1ee44239c0 256.342 52.7
R 0x5e04e302c0 256.362 52.0
R 0x20493ce580 256.419 45.2
R 0x175c2837c0 256.425 53.3
R 0x2af0bd3840 256.436 47.7
R 0x23defd3940 256.437 51.9
R 0x58870bf900 256.447 45.5
R 0x1c63dfe900 256.464 47.0
R 0x55a4f57b40 256.505 51.9
R 0x7d33692480 256.528 49.5
R 0x22f4299a80 256.561 54.7
R 0x5358e61c0 256.600 49.7
R 0x6144088640 256.611 49.7
R 0x4e5db9c440 256.614 48.1
R 0x24731433c0 256.649 45.1
R 0xf794b3ec0 256.653 53.1
R 0x4100120700 256.654 50.1
R 0xa3455a4c0 256.724 49.0
R 0x57ea1ae9c0 256.737 49.7
R 0x2f3f1ae240 256.815 52.8
R 0x8a15427c0 256.817 52.8
R 0x4a7dda4b40 256.821 45.4
R 0x1760d00a80 256.835 52.6
R 0x7a9c9abc40 256.915 48.7
R 0x3c35762cc0 256.932 52.5
R 0x17a0da50c0 256.932 51.7
R 0x70da124580 256.946 45.2
R 0x76790d88c0 256.950 47.7
R 0x22f4299880 257.034 53.7
R 0x47c7695e40 257.155 46.2
R 0x2b66ce2a40 257.157 54.1
R 0x5f10f441c0 257.161 46.8
R 0x7c1d5cc3c0 257.164 46.4
R 0x66963d3400 257.171 51.5
R 0x64d209c640 257.187 53.8
R 0x440b98040 257.218 48.3
R 0x5f10f44700 257.256 47.8
R 0x485d9727c0 257.344 52.6
R 0x4dfebd2fc0 257.347 45.8
R 0x1f108df900 257.402 48.6
R 0x6a0706fa40 257.419 46.5
R 0x26981da00 257.439 45.1
R 0x581b093600 257.462 49.2
R 0x7cacf686c0 257.521 50.4
R 0x581b093000 257.522 52.3
R 0x2f6cc25000 257.556 45.4
R 0x72f6213500 257.695 48.4
R 0x4625bb34c0 257.705 53.6
R 0x1eebeca00 257.709 54.0
R 0x6596437900 257.816 47.4
R 0x10b21900c0 257.818 48.3
R 0x9ff8f1040 257.823 50.9
R 0x4b6fedbf00 257.839 47.3
R 0x20d6fcb00 257.857 52.4
R 0x1141d80e40 257.860 53.1
R 0x4915089f00 257.897 53.1
R 0x5378d85f40 257.939 50.6
R 0x25b66b6e80 257.984 49.2
R 0x1cc6739dc0 258.048 52.7
R 0x30fe1131c0 258.048 52.9
R 0xca042c980 258.060 49.9
R 0x3da167b940 258.069 48.0
R 0x4276ddfa40 258.143 53.9
R 0x3ea7152a00 258.179 46.0
R 0x767563ad40 258.230 45.6
R 0x57a33c5e40 258.278 54.0
R 0x41d22336c0 258.282 51.0
R 0x41c921b1c0 258.311 48.8
R 0x366fd2d2c0 258.364 51.7
R 0x1622aa6fc0 258.373 47.7
R 0x7a9c9abbc0 258.427 45.9
R 0xc179a8b80 258.435 45.6
R 0x5602d8e900 258.443 45.6
R 0x4a7dda42c0 258.481 47.8
R 0x372f558740 258.499 50.5
R 0x4625bb3000 258.533 48.1
R 0x6144088b40 258.536 51.9
R 0x6330be3b40 258.540 45.4
R 0x6c91c646c0 258.555 49.1
R 0x24731436c0 258.572 45.4
R 0x28cbc7fc00 258.597 51.7
R 0x5a6d16300 258.645 49.1
R 0x7adbd94b00 258.657 45.2
R 0x66963d3d40 258.752 46.3
R 0x4bdf17cac0 258.821 45.6
R 0x2eeae21e00 258.921 53.6
R 0x2fba4f8e40 258.974 53.5
R 0x49ccee1100 259.032 53.4
R 0x1c98113240 259.033 53.0
R 0x6b8515eec0 259.077 54.4
R 0x5c26bd27c0 259.115 49.6
R 0x2af0bd3800 259.134 45.7
R 0x6e79b3a600 259.245 51.5
R 0x599b887c40 259.248 46.3
R 0x76f672c1c0 259.294 47.9
R 0x7bea479c00 259.352 48.8
R 0x248edfefc0 259.386 46.4
R 0x7adbd94c40 259.436 46.8
R 0x7ebfd54a80 259.489 48.4
R 0x7809debc0 259.500 45.9
R 0x17b736e240 259.504 50.0
R 0x4065c9f100 259.512 50.1
R 0x3ea71527c0 259.516 50.4
R 0x704b86de80 259.533 54.5
R 0x136445ebc0 259.593 48.8
R 0x2fbf6f12c0 259.649 45.6
R 0x6422e78e00 259.671 47.8
R 0x4a7dda4f40 259.779 54.8
R 0x6a0eb15ec0 259.843 54.6
R 0x1c98113d40 259.888 48.8
R 0x2fba4f8880 259.951 46.6
R 0x77760f7080 259.981 52.9
R 0x6fab702c0 259.983 46.9
R 0x1bb4cae280 260.034 51.2
R 0x1695c0dbc0 260.068 53.9
R 0x6ce4ef2a80 260.103 54.9
R 0x372f558280 260.201 54.2
R 0x54194922c0 260.228 51.1
R 0x57ae0ff300 260.307 54.1
R 0x5176410500 260.322 46.9
R 0x1141d80940 260.380 49.4
R 0x1b537003c0 260.393 46.0
R 0x5af24ad680 260.402 51.7
R 0x19f3a4d240 260.427 45.6
R 0x5378d85e80 260.451 50.5
R 0x5024860d00 260.489 54.3
R 0x4e7bdc1540 260.498 54.7
R 0x54375ea200 260.559 49.4
R 0x77760f7680 260.605 52.4
R 0x333389e600 260.674 51.0
R 0x78068f1e40 260.692 48.1
R 0x3a2eaf78c0 260.701 48.3
R 0x3d9bdabcc0 260.711 50.5
R 0xe7ecbed00 260.729 49.4
R 0x78114ade40 260.756 54.2
R 0x248edfe0c0 260.757 55.0
R 0x828f66380 260.798 51.9
R 0x2eeae21600 260.810 51.6
R 0x3899db3680 260.813 46.9
R 0x1f16d3fcc0 260.934 47.6
R 0x6ee85c40c0 260.936 52.4
R 0x3899db36c0 260.962 47.9
R 0x1694579340 261.008 51.2
R 0x7855e32580 261.015 54.0
R 0x16c3682d80 261.085 52.0
R 0x5d276fa900 261.089 46.1
R 0x1dafcc980 261.152 45.1
R 0x776ba0da80 261.159 45.5
R 0x1141d809c0 261.199 46.0
R 0xca042c900 261.201 53.7
R 0x1107a797c0 261.210 45.5
R 0x49a3e15dc0 261.225 52.7
R 0x3acfe0c440 261.383 46.9
R 0x4038dad300 261.414 51.1
R 0x24fe9b1c80 261.417 48.5
R 0x2993a91880 261.434 52.1
R 0x5bd7a37680 261.440 53.9
R 0x3685296d80 261.444 47.4
R 0x4625bb3c40 261.490 52.8
R 0x74b5d52d40 261.619 53.3
R 0x24fe9b1980 261.701 51.3
R 0x5419492480 261.742 49.3
R 0x63ade2a800 261.749 49.2
R 0x57a33c5040 261.771 47.8
R 0x5c00b52f40 261.771 45.6
R 0x46ade4fb40 261.785 52.0
R 0x5890972a40 261.855 53.4
R 0x36e4046940 261.873 54.8
R 0x5378d85040 262.051 51.2
R 0xd3085b600 262.064 48.7
R 0x20d6fc700 262.206 51.4
R 0x4335740840 262.208 49.8
R 0x275eded80 262.211 46.8
R 0x617b23fac0 262.214 53.9
R 0x443c8fa340 262.223 54.9
R 0x36aefc4400 262.278 53.6
R 0x1760d00600 262.320 49.5
R 0x31414e6500 262.321 47.8
R 0x484489ddc0 262.362 53.9
R 0xf794b3fc0 262.451 47.6
R 0x6ae4edf300 262.452 52.9
R 0x31646a6d00 262.460 49.2
R 0x2eeae21780 262.473 49.1
R 0x55f380780 262.487 51.2
R 0x1836331800 262.581 48.5
R 0x747dddf180 262.583 46.3
R 0x12f5f524c0 262.587 48.9
R 0xe2d3779c0 262.650 45.1
R 0x45768d3400 262.653 52.4
R 0x442db27d40 262.668 49.0
R 0x2bfab56f80 262.682 54.3
R 0x76790d8440 262.683 46.4
R 0x740bed5e00 262.689 47.4
R 0x64c1f69c80 262.705 49.4
R 0x8a1542240 262.719 51.9
R 0x4e29a6fa40 262.761 48.3
R 0xe7ecbecc0 262.794 53.0
R 0x6ae4edf740 262.837 49.6
R 0x2473143e00 262.881 53.0
R 0x5311671400 262.972 53.9
R 0xca042c1c0 263.032 50.2
R 0x47a02903c0 263.064 52.5
R 0x6c91c64f80 263.078 46.6
R 0x8fcd3c000 263.141 54.9
R 0x719ff5fa80 263.210 50.6
R 0x1a837d4780 263.221 48.0
R 0x7adbd94200 263.228 46.5
R 0x716d876780 263.239 46.3
R 0x3059901900 263.276 53.4
R 0xe07f87d40 263.296 47.5
R 0x76e590c040 263.299 52.2
R 0x57a33c50c0 263.378 52.5
R 0x23defd37c0 263.387 49.5
R 0xa595c8c40 263.412 46.8
R 0x23f7ee2e00 263.437 46.5
R 0x302e596200 263.468 46.3
R 0x76b455b180 263.482 51.5
R 0x76790d8940 263.493 53.6
R 0x73492a5c80 263.535 51.7
R 0xdd520fa80 263.576 47.4
R 0x24fe9b1140 263.586 54.3
R 0x25e2541480 263.594 46.6
R 0x4b6fedba80 263.601 47.8
R 0xf794b34c0 263.602 49.5
R 0x4625bb3480 263.651 45.4
R 0x17055f6280 263.652 54.8
R 0x2264fba8c0 263.850 51.6
R 0x7be58f340 263.864 45.7
R 0x727fb31c00 263.871 47.8
R 0xdd520f980 263.871 48.7
R 0x5fffa6ed00 263.876 50.9
R 0x63ec2d5840 263.930 47.0
R 0xee80afc40 263.978 45.8
R 0x6a0eb15540 263.988 52.6
R 0x3899db3740 264.007 46.3
R 0x6330be3000 264.048 52.4
R 0x69b2815ac0 264.078 52.1
R 0x1156160c00 264.158 51.1
R 0x1ce1f25f00 264.159 51.5
R 0x68c2edd3c0 264.174 52.2
R 0x7ff74eac80 264.182 52.0
R 0x7c367e6500 264.204 46.0
R 0x36aefc4140 264.218 50.5
R 0x216cb89640 264.262 47.1
R 0x79e31a9e80 264.311 45.4
R 0x5abf100700 264.331 47.4
R 0x291f0dfa00 264.351 48.9
R 0x4e8905cdc0 264.424 50.7
R 0x4065c9f240 264.449 50.9
R 0x5f69eef00 264.467 48.4
R 0x3ea7152b80 264.491 48.2
R 0x4ed9316a00 264.502 48.4
R 0x5c18091b00 264.531 52.5
R 0x3158dd2080 264.543 51.0
R 0x60667c2b80 264.544 52.7
R 0x6c91c644c0 264.546 52.5
R 0x2473143b40 264.556 46.6
R 0x767563ab40 264.578 52.8
R 0x6210703740 264.615 53.4
R 0x4b6fedbf80 264.631 54.9
R 0x4625bb3ec0 264.665 48.2
R 0x6795922f80 264.673 53.3
R 0x4065c9f580 264.734 49.5
R 0x1aadedb680 264.735 51.3
R 0x6a8f363e00 264.739 52.1
R 0x3fe55309c0 264.741 53.9
R 0x4ed93161c0 264.747 52.5
R 0x51bcbc8100 264.770 50.2
R 0x5cab941e00 264.772 51.9
R 0x4100120900 264.820 48.9
R 0x70164aec80 264.845 49.0
R 0x6bd4a1d840 264.938 51.0
R 0x2b17525900 264.944 54.5
R 0x2f1d8b5f00 264.945 46.1
R 0x3a04053cc0 264.951 54.8
R 0x100790f780 264.958 54.7
R 0x2fbf6f1ac0 265.040 45.9
R 0x63ade2a680 265.086 47.4
R 0x77760f7380 265.089 45.4
R 0x57ae0ff080 265.090 54.1
R 0x136445ecc0 265.104 52.6
R 0x8fcd3c700 265.109 48.5
R 0x12f5f52500 265.127 50.8
R 0xb07bb6fc0 265.336 52.2
R 0x3101795500 265.362 46.2
R 0x2ec0df8a00 265.381 45.2
R 0x49ccee1580 265.456 52.5
R 0x24fe9b1780 265.474 47.4
R 0x747dddfe40 265.488 49.0
R 0x58c84d2f40 265.496 48.1
R 0x17a0da5a40 265.535 54.1
R 0x4c17ec5780 265.553 48.9
R 0x6fab70a00 265.575 50.0
R 0x7855e325c0 265.581 50.0
R 0x9db8ad240 265.610 45.4
R 0x465f27d380 265.707 54.1
R 0xb07bb64c0 265.777 45.3
R 0x24ca9a1dc0 265.782 52.0
R 0x3c0c8ecbc0 265.792 45.8
R 0x6a0eb15d80 265.800 47.3
R 0x5e04e30140 265.869 52.8
R 0xdd520f900 265.891 48.4
R 0x828f660c0 265.892 52.3
R 0x3d7d343580 265.901 52.3
R 0x503028a480 265.972 46.0
R 0x465f27dac0 266.025 51.7
R 0x44a754a9c0 266.107 47.6
R 0x60667c2bc0 266.113 46.2
R 0x4db5d16480 266.150 49.2
R 0x2a9fc82ec0 266.298 46.1
R 0x3101795180 266.311 45.3
R 0x27b86a5fc0 266.356 53.9
R 0x47c7695e80 266.388 48.5
R 0x7a9c9abbc0 266.421 49.0
R 0x67e8cec680 266.535 50.8
R 0x9ff8f1500 266.585 45.5
R 0x465f27d380 266.630 54.8
R 0x1a837d4d80 266.661 52.0
R 0x5ead39a0c0 266.665 48.4
R 0x5203c28400 266.785 50.8
R 0x7c1d5cccc0 266.788 51.6
R 0x58870bf700 266.792 45.2
R 0xdd520f080 266.825 46.0
R 0x25df09f000 266.826 49.0
R 0x5b3a6e3240 266.838 53.5
R 0x3b1129ef40 266.857 48.5
R 0xf794b3f00 266.890 49.5
R 0x6ee85c4800 266.892 45.4
R 0x49ccee1f00 266.914 51.4
R 0x42fa108600 266.928 47.1
R 0x275ede3c0 267.002 50.9
R 0x25df09f740 267.049 52.8
R 0x601d941080 267.072 49.8
R 0x1e2f393580 267.141 52.7
R 0x1cc6739f80 267.158 47.0
R 0x72d8cd3e40 267.179 47.4
R 0x6e0fcf6bc0 267.179 45.3
R 0x2f1d8b5400 267.221 53.1
R 0x484fbdac40 267.274 54.2
R 0x65e2aba8c0 267.334 50.7
R 0x14cc2a6b80 267.362 47.7
R 0x73492a59c0 267.441 50.8
R 0x22f42993c0 267.444 53.8
R 0x1eebec180 267.445 48.0
R 0x68c2edd740 267.484 54.5
R 0x741992bc40 267.684 51.6
R 0x78068f1800 267.778 48.1
R 0x42fd043b00 267.786 46.0
R 0x5ead39aa80 267.789 49.4
R 0x4d1a2bff40 267.816 51.9
R 0x7df8597100 267.855 53.7
R 0x1f16d3f580 267.858 49.2
R 0x6bd4a1d5c0 267.893 52.0
R 0x72d8cd3540 267.922 50.4
R 0x1feb65b240 267.924 48.7
R 0x42fd043400 267.947 52.3
R 0xf794b3900 267.981 52.0
R 0x79e31a92c0 267.985 53.6
R 0x55f380e80 267.994 47.7
R 0x60667c2d40 268.061 53.7
R 0x4065c9fcc0 268.094 51.4
R 0x78068f1a40 268.104 51.5
R 0x4c17ec53c0 268.187 47.8
R 0x539aa204c0 268.197 52.1
R 0x4d1a2bfe80 268.285 50.9
R 0xaf00e0400 268.340 49.0
R 0x76b455bc40 268.353 48.5
R 0x442db27e40 268.375 48.5
R 0x2b577af080 268.398 51.1
R 0x43bfce1c40 268.401 51.7
R 0x72f6213800 268.416 53.1
R 0xe0b43f800 268.427 50.7
R 0x49a3e15a80 268.428 53.6
R 0x16c3682d40 268.437 45.8
R 0x6b2808ec0 268.469 50.5
R 0x68287c500 268.551 50.7
R 0x1eebec700 268.577 46.4
R 0x6d1c0fedc0 268.599 52.8
R 0x57b3eb9740 268.635 53.4
R 0x3ab0845980 268.639 54.1
R 0x20493ce9c0 268.646 53.8
R 0x60667c2600 268.648 52.0
R 0x1c63dfe280 268.649 54.7
R 0x707b25c180 268.695 50.5
R 0x17b736e540 268.705 53.6
R 0x10b2190640 268.742 48.0
R 0x6258fd26c0 268.785 54.2
R 0x34200d12c0 268.786 51.5
R 0x42f7f61000 268.819 49.1
R 0x5378d85ac0 268.821 49.5
R 0x6330be3d00 268.850 52.6
R 0x47a0290840 268.850 48.3
R 0x503028a940 268.864 54.6
R 0x35c5c3cd40 268.872 54.3
R 0x4497712a80 268.875 47.2
R 0x5311671400 268.881 49.8
R 0x42f7f61300 268.972 51.2
R 0x4a3f70cbc0 268.975 50.4
R 0x3da167be80 268.988 51.4
R 0x5cabc90440 268.988 51.2
R 0x43bfce1040 269.021 53.0
R 0x2b78b5e540 269.035 48.9
R 0x2b73db3bc0 269.057 45.8
R 0x4a129778c0 269.071 46.5
R 0x1495374880 269.107 46.9
R 0x33eb82d240 269.115 52.6
R 0x5ead39a380 269.144 52.2
R 0x6640b200 269.147 48.5
R 0x16f1c3ac0 269.164 46.9
R 0x4625bb3f00 269.195 46.7
R 0x599b887640 269.227 50.2
R 0xe07f87100 269.231 49.2
R 0x1156160480 269.241 48.7
R 0x17745beb80 269.314 51.8
R 0x6b2b256000 269.340 49.0
R 0xe7ecbe800 269.356 46.4
R 0x6e79b3a500 269.423 51.1
R 0x2b3c78a480 269.430 53.2
R 0x59f7d0af40 269.438 49.9
R 0x4e5db9cfc0 269.505 52.7
R 0x1fa98ba100 269.522 50.3
R 0xeb1542240 269.542 54.6
R 0x7ff74ea800 269.552 50.4
R 0x5bb4bddc00 269.555 54.6
R 0x5602d8e740 269.610 47.7
R 0x78068f10c0 269.615 45.5
R 0x5358e6040 269.631 47.5
R 0x72f62131c0 269.672 53.1
R 0x6640b700 269.692 49.9
R 0x2eeae21240 269.702 50.9
R 0x24ca9a1900 269.762 51.5
R 0x40b0a0e8c0 269.799 45.3
R 0x6b8515e000 269.869 52.2
R 0x1836331c80 269.877 48.9
R 0x44bfa6b140 269.908 46.7
R 0x7735c34200 269.961 45.9
R 0x5dabaa91c0 270.044 49.2
R 0x5c00b52e00 270.101 47.9
R 0x5d276fad00 270.103 54.5
R 0x5ed13dd100 270.119 47.8
R 0x76c18b1d80 270.212 46.7
R 0x4e5db9ce00 270.234 48.6
R 0xb07bb6f80 270.242 46.2
R 0x2b577afa40 270.263 49.5
R 0x485c0f1c40 270.280 45.2
R 0x7819ab1300 270.297 54.6
R 0x5388dd97c0 270.313 49.4
R 0x3a01ba77c0 270.343 46.9
R 0x3899db3040 270.361 54.8
R 0x6d1c0fe0c0 270.390 54.1
R 0x5f10f44880 270.392 52.7
R 0x5f69ee940 270.486 54.9
R 0x72f6213a40 270.490 47.8
R 0x6a1e7c7280 270.506 50.2
R 0x47c7695100 270.544 47.4
R 0x42fd043f40 270.568 45.9
R 0x7c1d5cc9c0 270.663 47.0
R 0x5bd7a371c0 270.696 53.8
R 0x55a4f57ac0 270.702 50.8
R 0x74b5d52240 270.850 50.2
R 0x3d7d343ac0 270.903 53.6
R 0x5cabc905c0 270.921 51.7
R 0x23f7ee2380 270.993 47.3
R 0x4c17ec5680 270.996 49.7
R 0xe0b43fa80 271.029 52.2
R 0x19f3a4d180 271.053 54.5
R 0x2e05c8adc0 271.090 53.7
R 0x5311671f40 271.096 50.2
R 0x57b3eb9c40 271.139 52.2
R 0x2264fbacc0 271.150 52.0
R 0x3a04053a80 271.158 55.0
R 0x4c03e791c0 271.179 48.6
R 0x3a98ec05c0 271.185 52.6
R 0x79e31a9f80 271.188 51.0
R 0x828f66a80 271.188 49.5
R 0x78114adf80 271.221 54.1
R 0x5abf100540 271.247 53.8
R 0x53116714c0 271.247 49.4
R 0x73492a55c0 271.281 45.7
R 0x366fd2d080 271.284 49.2
R 0x557508fc40 271.295 49.2
R 0x103f6bc280 271.338 52.4
R 0x25df09f9c0 271.365 52.6
R 0x1495374500 271.371 50.9
R 0x6a0817ac80 271.400 50.1
R 0x60667c2d80 271.401 53.3
R 0x7c5486c840 271.422 47.2
R 0x6ee85c4200 271.442 50.8
R 0x6d1c0fe940 271.450 53.5
R 0x293b569680 271.510 48.7
R 0x2e05c8ae80 271.513 49.0
R 0x1aadedb840 271.598 49.4
R 0x7b0f5e4900 271.628 50.8
R 0x76b70c42c0 271.640 48.8
R 0x2bb137b1c0 271.661 51.1
R 0xe2d377e00 271.662 48.2
R 0x31414e6800 271.677 47.2
R 0x70164ae6c0 271.748 46.3
R 0x69b87a3e00 271.777 51.2
R 0x8a15424c0 271.820 48.4
R 0x2b78b5e000 271.823 49.9
R 0x5ead39a940 271.858 46.6
R 0x6258fd28c0 271.873 46.2
R 0x13550e4f40 271.891 47.0
R 0x7bea4796c0 271.937 47.9
R 0x94da8eb80 271.947 46.8
R 0x3c35762500 271.962 45.4
R 0x79e31a9d40 272.061 53.6
R 0x6d47d8f080 272.080 49.1
R 0x2b78b5e400 272.241 54.0
R 0x4c03e79e40 272.287 50.8
R 0x39019319c0 272.288 49.6
R 0x4db5d160c0 272.332 46.8
R 0x79e31a93c0 272.372 51.7
R 0x5525d482c0 272.417 52.5
R 0x4ac024ff40 272.418 47.6
R 0x2b73db3100 272.501 52.8
R 0x363bdfebc0 272.551 48.4
R 0x1feb65ba80 272.582 45.5
R 0x60667c2980 272.584 54.3
R 0x2152f5e1c0 272.698 52.8
R 0x4915089cc0 272.730 49.9
R 0x2be60d0c00 272.777 51.8
R 0x5034d16bc0 272.860 48.7
R 0x216cb89ac0 272.889 46.5
R 0x503028a340 272.899 51.2
R 0x4dfebd2dc0 272.932 48.7
R 0x4d1a2bf880 272.985 46.4
R 0xe9c13fd40 273.039 47.6
R 0x14155e0c80 273.051 45.9
R 0x68287cac0 273.056 46.9
R 0x19f3a4df40 273.085 52.7
R 0x2b66ce2f80 273.098 48.4
R 0x2eca03280 273.107 47.2
R 0x1eebec740 273.138 45.0
R 0x4d1a2bf540 273.165 53.6
R 0x5890972e00 273.167 47.6
R 0x2ed111c600 273.178 49.6
R 0x2eca036c0 273.180 52.6
R 0x557508f780 273.286 51.6
R 0x485d9720c0 273.309 48.8
R 0x3a04053bc0 273.319 50.5
R 0x5c18091200 273.350 51.8
R 0x375ca1e600 273.387 46.9
R 0x26981d000 273.431 48.0
R 0x42fd043080 273.457 47.4
R 0x4e54883cc0 273.468 48.1
R 0x4bf0712840 273.490 52.2
R 0x2e05c8aa80 273.502 55.0
